staff_id,first_name,last_name,gender,hospital,city,state,department,job_title,education_level,hire_date,birth_date,performance_rating,night_shift,shift_type,certification_level,base_salary,adjusted_salary,termdate
HC-880879,Todd,Hardy,Male,Lakeside Clinic,Rochester,New York,Pharmacy,Pharmacy Technician,Bachelor,2020-12-22,1986-07-10,Outstanding,Yes,Evening,Basic,104923,126668,
HC-138817,Justin,Garcia,Male,Lakeside Clinic,San Francisco,California,Pharmacy,Pharmacist,PhD,2019-03-12,1979-03-24,Average,No,Evening,None,97711,141632,
HC-204555,Harry,Smith,Female,Metro Medical,Rochester,New York,Cardiology,Technician,Associate,2023-07-14,2001-04-10,Good,Yes,Night,Basic,93736,99112,
HC-786587,Terri,Tran,Female,Lakeside Clinic,Dallas,Texas,Pediatrics,Pediatrician,MD,2014-09-11,1984-02-16,Good,Yes,Evening,Specialized,125175,176992,
HC-184216,Miranda,Henry,Male,Mercy Hospital,Orlando,Florida,Cardiology,Cardiac Nurse,Bachelor,2022-11-14,1983-07-28,Good,No,Evening,Advanced,122155,148479,
HC-853629,Taylor,Alexander,Male,Mercy Hospital,Miami,Florida,Admin,Receptionist,High School,2022-03-09,1999-01-19,Good,Yes,Night,None,70771,75371,
HC-761820,Shelley,Woods,Female,Hope Wellness Center,Orlando,Florida,Pharmacy,Inventory Clerk,High School,2023-10-27,1994-05-26,Average,Yes,Night,None,96881,99170,
HC-203225,Charles,Soto,Male,Valley Hospital,San Diego,California,Radiology,MRI Technician,Bachelor,2020-01-20,1995-02-24,Average,Yes,Evening,Basic,130964,154865,
HC-414012,Anna,Torres,Male,General Health Center,Rochester,New York,Pharmacy,Pharmacist,PhD,2013-12-28,1990-02-13,Average,Yes,Evening,Advanced,89131,126009,
HC-551607,Kathy,Obrien,Female,Unity Health,Houston,Texas,Radiology,Radiologist,MD,2016-10-15,1981-03-24,Good,No,Night,Basic,62280,88660,
HC-283573,Alexandra,Hayes,Female,Hope Wellness Center,Los Angeles,California,Pediatrics,Pediatrician,MD,2020-06-10,1986-11-10,Average,Yes,Night,Basic,105230,148116,
HC-711484,Veronica,Torres,Male,Unity Health,San Francisco,California,Admin,Admin Assistant,High School,2016-08-14,1974-08-10,Good,No,Evening,Specialized,73466,82833,
HC-799233,Jody,Meza,Female,Hope Wellness Center,Miami,Florida,Oncology,Oncologist,MD,2023-03-17,1987-03-18,Good,No,Evening,Basic,49681,69769,
HC-563187,Donna,Moore,Male,Sunrise Medical,Rochester,New York,Emergency,ER Nurse,Bachelor,2024-03-04,1993-01-28,Average,No,Night,Specialized,130480,155010,
HC-362246,Aaron,Hayes,Male,Mercy Hospital,San Diego,California,Oncology,Oncology Nurse,Bachelor,2022-08-05,1994-04-17,Good,No,Evening,Specialized,53979,63979,
HC-348728,Jesse,Mann,Female,Lakeside Clinic,Miami,Florida,Cardiology,Cardiac Nurse,Bachelor,2019-09-13,1979-06-15,Good,No,Evening,Advanced,42875,49957,
HC-970357,Grace,Bradshaw,Female,General Health Center,Los Angeles,California,Radiology,MRI Technician,Bachelor,2018-10-14,1996-08-16,Outstanding,Yes,Night,None,119482,133911,
HC-881369,Donna,Peck,Male,Hope Wellness Center,Miami,Florida,Pharmacy,Pharmacy Technician,Bachelor,2022-06-04,1991-07-18,Good,No,Day,Advanced,68705,81999,
HC-767542,Deborah,Kerr,Male,Sunrise Medical,San Francisco,California,Cardiology,Cardiologist,MD,2020-10-28,1977-01-26,Good,Yes,Night,Basic,122345,184986,
HC-201883,Gabriel,Parker,Female,Unity Health,Buffalo,New York,Admin,Billing Specialist,Bachelor,2020-09-30,1989-07-27,Average,No,Evening,None,115965,132090,
HC-482584,Keith,Martinez,Female,Sunrise Medical,Austin,Texas,Admin,Billing Specialist,Bachelor,2015-09-08,1984-09-12,Outstanding,No,Evening,Specialized,63021,72607,
HC-310548,Sherri,Mason,Male,Sunrise Medical,Springfield,Illinois,Pharmacy,Pharmacist,PhD,2021-06-29,1988-01-30,Average,No,Night,Advanced,61567,87441,
HC-369452,Bill,Reynolds,Female,Unity Health,San Francisco,California,Admin,Receptionist,High School,2024-04-27,1993-04-02,Good,Yes,Night,Advanced,55095,56527,
HC-591081,Christopher,Hayden,Female,Sunrise Medical,Dallas,Texas,Pharmacy,Pharmacist,PhD,2015-11-01,1986-07-29,Needs Improvement,No,Night,Specialized,113048,153227,
HC-483542,Stephanie,Key,Female,Valley Hospital,San Francisco,California,Radiology,Radiologist,MD,2021-09-02,1999-04-09,Good,No,Evening,None,99609,136052,
HC-486490,Billy,Avila,Female,Sunrise Medical,Naperville,Illinois,Pediatrics,Child Therapist,Master,2021-06-21,1991-08-26,Good,Yes,Night,Specialized,123695,152998,
HC-489518,Sabrina,White,Female,General Health Center,Chicago,Illinois,Pediatrics,Pediatrician,MD,2020-08-01,1983-08-20,Good,No,Day,Advanced,119964,170008,
HC-332120,Travis,Davis,Male,Hope Wellness Center,Austin,Texas,Emergency,Paramedic,Associate,2014-05-07,1978-05-02,Average,Yes,Night,Advanced,125097,146786,
HC-528129,Elizabeth,Hodge,Female,Mercy Hospital,Buffalo,New York,Oncology,Oncologist,MD,2015-05-01,1992-09-10,Average,No,Evening,Specialized,55220,76662,
HC-201913,Keith,Landry,Female,General Health Center,New York City,New York,Pharmacy,Pharmacist,PhD,2022-10-24,1996-07-19,Good,Yes,Evening,Specialized,88629,117392,
HC-803055,Shawn,Edwards,Male,Lakeside Clinic,Miami,Florida,Oncology,Lab Technician,Bachelor,2020-04-27,1981-12-20,Outstanding,No,Evening,Basic,94379,115237,
HC-786735,Richard,Robertson,Male,Metro Medical,Miami,Florida,Admin,Admin Assistant,High School,2022-12-26,1981-08-28,Good,No,Evening,Advanced,44288,49160,
HC-823811,Amy,Gutierrez,Male,Valley Hospital,San Diego,California,Pharmacy,Pharmacy Technician,Bachelor,2016-03-09,1980-05-12,Average,No,Day,Advanced,53022,64886,
HC-818987,Katherine,Garrett,Female,Valley Hospital,Los Angeles,California,Admin,Receptionist,High School,2019-10-04,1977-03-16,Average,No,Evening,None,92184,98084,
HC-389282,Andrea,Pennington,Female,Lakeside Clinic,Naperville,Illinois,Pharmacy,Pharmacist,PhD,2024-06-08,1988-09-11,Good,No,Day,Basic,124109,167453,
HC-770556,David,Dudley,Female,Unity Health,Naperville,Illinois,Pharmacy,Inventory Clerk,High School,2024-08-10,2001-03-29,Good,No,Evening,Basic,56505,56901,
HC-925206,Eric,Pierce,Female,General Health Center,Orlando,Florida,Pediatrics,Child Therapist,Master,2016-07-20,1977-02-03,Good,No,Day,Basic,70539,90064,
HC-444519,Victoria,Durham,Male,General Health Center,Dallas,Texas,Emergency,ER Doctor,MD,2021-06-17,1980-02-12,Average,No,Day,Advanced,58964,88557,
HC-236306,Marilyn,Jimenez,Female,Lakeside Clinic,Houston,Texas,Pharmacy,Inventory Clerk,High School,2016-09-18,1989-07-05,Needs Improvement,Yes,Day,None,57275,59308,
HC-115582,Joshua,Davenport,Male,Unity Health,New York City,New York,Radiology,X-Ray Technician,Associate,2021-12-23,1992-03-29,Good,No,Night,Advanced,42068,47816,
HC-282710,Andrea,Reyes,Male,Metro Medical,Springfield,Illinois,Emergency,ER Nurse,Bachelor,2014-12-02,1969-07-05,Good,No,Evening,None,137735,172720,
HC-166645,Natasha,Shields,Female,Sunrise Medical,Naperville,Illinois,Pediatrics,Pediatric Nurse,Bachelor,2018-04-11,1985-10-15,Needs Improvement,No,Night,None,99245,114082,
HC-628313,Robert,Villa,Female,Unity Health,Rochester,New York,Pharmacy,Pharmacist,PhD,2023-07-04,2000-10-26,Good,No,Night,Advanced,100036,131266,2024-07-12
HC-774591,Justin,Evans,Female,Hope Wellness Center,Orlando,Florida,Cardiology,Cardiologist,MD,2014-08-02,1977-12-30,Average,No,Evening,Specialized,129928,186629,
HC-213206,Tracy,Hernandez,Female,Sunrise Medical,San Diego,California,Pediatrics,Pediatric Nurse,Bachelor,2020-07-15,1984-05-05,Good,No,Day,None,82219,94726,2021-10-08
HC-737846,Andrea,Daniels,Male,Hope Wellness Center,San Francisco,California,Cardiology,Cardiologist,MD,2014-06-15,1984-04-27,Good,No,Night,Advanced,89925,133842,
HC-726410,Jacob,Terry,Male,Mercy Hospital,Springfield,Illinois,Pharmacy,Inventory Clerk,High School,2017-07-28,1979-03-27,Outstanding,No,Night,Specialized,52999,59094,
HC-931621,Kimberly,Williams,Male,General Health Center,Miami,Florida,Admin,Billing Specialist,Bachelor,2015-09-29,1973-09-14,Needs Improvement,No,Night,Basic,96370,119788,
HC-573489,Lisa,Hughes,Male,General Health Center,Los Angeles,California,Emergency,ER Doctor,MD,2018-08-30,1982-10-26,Average,No,Evening,Specialized,135631,202785,
HC-199704,Tina,Simpson,Male,Lakeside Clinic,San Francisco,California,Cardiology,Cardiac Nurse,Bachelor,2018-01-14,1975-07-02,Good,Yes,Evening,Advanced,60006,74257,
HC-820184,Brittany,Kane,Male,Lakeside Clinic,New York City,New York,Oncology,Oncology Nurse,Bachelor,2014-11-15,1990-06-10,Outstanding,Yes,Day,Specialized,52656,62990,
HC-880758,Alicia,Bryant,Male,Sunrise Medical,San Francisco,California,Emergency,Paramedic,Associate,2017-09-20,1991-05-30,Needs Improvement,Yes,Night,None,116869,133143,
HC-688866,Diana,Moore,Male,Unity Health,San Diego,California,Emergency,Paramedic,Associate,2017-06-20,1992-12-19,Average,Yes,Evening,Advanced,127207,144587,
HC-886730,Matthew,Schwartz,Male,General Health Center,Tampa,Florida,Radiology,X-Ray Technician,Associate,2022-08-25,1977-11-07,Average,No,Day,Advanced,118696,139586,
HC-427626,Melissa,Villarreal,Female,General Health Center,Rochester,New York,Pharmacy,Pharmacy Technician,Bachelor,2014-05-19,1976-04-25,Good,No,Day,Basic,126079,147892,
HC-605612,Jennifer,Malone,Male,Valley Hospital,Rochester,New York,Cardiology,Cardiologist,MD,2022-11-14,1989-01-14,Good,Yes,Night,Advanced,55058,81018,
HC-899649,Casey,Welch,Male,Hope Wellness Center,San Francisco,California,Cardiology,Cardiac Nurse,Bachelor,2019-12-02,1984-12-30,Needs Improvement,No,Night,None,119822,145314,
HC-789786,Julie,Hamilton,Female,Mercy Hospital,Rochester,New York,Admin,Billing Specialist,Bachelor,2016-02-05,1989-08-19,Average,No,Evening,Advanced,84541,96296,
HC-468074,Monique,Wallace,Male,Mercy Hospital,San Diego,California,Pediatrics,Pediatrician,MD,2015-09-10,1989-11-25,Average,No,Night,Specialized,49120,72280,
HC-248766,Brandon,Flynn,Male,Hope Wellness Center,Austin,Texas,Pharmacy,Inventory Clerk,High School,2020-04-17,1998-05-17,Average,No,Day,Basic,89308,95336,
HC-540226,Dustin,Schmidt,Female,Sunrise Medical,Rochester,New York,Pediatrics,Pediatric Nurse,Bachelor,2017-07-25,1984-10-16,Good,No,Evening,Advanced,114395,131796,
HC-725185,George,Miller,Male,Metro Medical,Orlando,Florida,Radiology,Radiologist,MD,2022-11-13,1996-08-14,Average,No,Day,None,128338,185817,
HC-185544,John,Durham,Male,Unity Health,Rochester,New York,Pediatrics,Pediatric Nurse,Bachelor,2018-02-22,1983-06-17,Good,No,Evening,Specialized,94287,114606,
HC-386436,Jonathan,Scott,Male,General Health Center,New York City,New York,Pediatrics,Pediatrician,MD,2021-01-04,1996-10-20,Good,No,Evening,Specialized,54534,78958,
HC-397005,Rachel,Byrd,Female,Valley Hospital,Miami,Florida,Admin,Billing Specialist,Bachelor,2020-02-27,1983-06-10,Good,No,Night,Advanced,45952,53062,
HC-331230,Michael,Matthews,Female,Unity Health,Los Angeles,California,Pharmacy,Pharmacy Technician,Bachelor,2024-08-21,2001-06-04,Needs Improvement,No,Day,Basic,79507,88070,
HC-321494,John,Bruce,Female,General Health Center,Houston,Texas,Pharmacy,Pharmacist,PhD,2021-03-14,1990-05-21,Needs Improvement,No,Evening,None,41013,55083,
HC-621546,Timothy,Young,Female,Lakeside Clinic,Houston,Texas,Emergency,Paramedic,Associate,2018-07-28,1992-07-28,Needs Improvement,Yes,Evening,Basic,105570,113994,
HC-685864,Victoria,Phillips,Female,Unity Health,Los Angeles,California,Admin,Billing Specialist,Bachelor,2021-12-22,1997-08-28,Good,Yes,Evening,None,97176,108657,
HC-119651,Joshua,Knight,Female,Sunrise Medical,Springfield,Illinois,Pharmacy,Pharmacy Technician,Bachelor,2023-09-07,1991-09-29,Needs Improvement,No,Night,Specialized,115156,130567,
HC-524068,Brandon,Obrien,Female,Unity Health,Houston,Texas,Pharmacy,Inventory Clerk,High School,2020-06-30,1989-11-26,Average,No,Day,Specialized,42733,44250,
HC-440544,Justin,Lindsey,Male,Metro Medical,Naperville,Illinois,Cardiology,Cardiologist,MD,2021-08-09,1980-05-08,Average,No,Evening,Advanced,51551,77423,
HC-557925,Dana,Oliver,Female,Unity Health,Miami,Florida,Radiology,Radiologist,MD,2016-09-04,1976-09-20,Average,Yes,Evening,None,91873,132261,
HC-425346,Donna,Massey,Female,Unity Health,Buffalo,New York,Admin,Billing Specialist,Bachelor,2017-08-17,1985-11-25,Needs Improvement,Yes,Day,None,106910,122893,
HC-763984,Debbie,Parker,Female,Unity Health,Miami,Florida,Emergency,ER Doctor,MD,2019-06-10,1991-07-30,Good,No,Evening,Advanced,135339,188326,
HC-958729,Jessica,Davis,Male,Mercy Hospital,Tampa,Florida,Radiology,MRI Technician,Bachelor,2021-04-18,1992-09-29,Average,No,Day,Basic,73550,87580,
HC-306854,Gregory,Anderson,Female,General Health Center,Tampa,Florida,Emergency,ER Doctor,MD,2020-07-15,1978-12-20,Average,No,Day,Basic,122306,175288,
HC-618119,Alyssa,Mcintyre,Female,Metro Medical,San Francisco,California,Admin,Receptionist,High School,2021-10-30,1981-04-04,Good,No,Evening,Advanced,122210,128870,
HC-431495,Makayla,Olson,Male,Hope Wellness Center,Buffalo,New York,Emergency,ER Doctor,MD,2018-10-21,1981-09-29,Good,Yes,Evening,Advanced,76002,113889,
HC-720148,Matthew,Wilson,Female,Sunrise Medical,Dallas,Texas,Radiology,Radiologist,MD,2017-12-17,1993-02-21,Average,No,Evening,Specialized,99233,137448,
HC-139434,Tammy,Dalton,Male,Hope Wellness Center,San Francisco,California,Admin,Admin Assistant,High School,2017-09-21,1986-12-23,Good,Yes,Day,None,120610,132369,
HC-722937,Tammy,Ballard,Male,Mercy Hospital,Miami,Florida,Radiology,MRI Technician,Bachelor,2017-05-14,1977-10-15,Outstanding,No,Night,None,98947,121903,
HC-949153,Alexander,Herrera,Male,General Health Center,Los Angeles,California,Admin,Billing Specialist,Bachelor,2020-06-14,1988-09-02,Average,No,Night,Specialized,105715,127043,
HC-258189,Emily,Richards,Female,Valley Hospital,Naperville,Illinois,Admin,Admin Assistant,High School,2018-10-27,1986-12-09,Good,No,Night,None,106132,110656,2019-06-23
HC-777513,Daniel,Hall,Female,Sunrise Medical,Springfield,Illinois,Radiology,Radiologist,MD,2013-01-10,1969-11-19,Average,No,Evening,Specialized,108690,158910,
HC-648141,Anna,Herman,Male,General Health Center,Springfield,Illinois,Admin,Billing Specialist,Bachelor,2015-03-22,1982-01-24,Average,No,Evening,Specialized,93578,114001,
HC-912085,Madison,Blankenship,Male,Mercy Hospital,Houston,Texas,Oncology,Oncology Nurse,Bachelor,2020-04-20,1997-05-29,Good,No,Night,Advanced,48639,57248,
HC-445705,Donald,Shah,Male,Mercy Hospital,San Francisco,California,Radiology,Radiologist,MD,2019-04-21,1985-06-29,Good,Yes,Evening,Advanced,134861,200269,
HC-992931,Colton,Clay,Female,Valley Hospital,Naperville,Illinois,Pediatrics,Child Therapist,Master,2024-02-19,1983-06-15,Good,No,Day,Advanced,50682,63844,
HC-711046,Ellen,Paul,Male,Sunrise Medical,Austin,Texas,Emergency,Paramedic,Associate,2015-12-11,1982-06-02,Good,No,Evening,Specialized,56901,66169,
HC-723945,Julia,Moore,Female,Sunrise Medical,Springfield,Illinois,Cardiology,Technician,Associate,2023-06-01,1992-02-06,Needs Improvement,Yes,Night,Specialized,124343,134265,
HC-930117,Tracy,Russell,Male,Metro Medical,Naperville,Illinois,Admin,Receptionist,High School,2021-12-13,1978-01-12,Good,No,Night,None,124675,139324,
HC-803024,Mitchell,Ramos,Male,General Health Center,Naperville,Illinois,Emergency,ER Nurse,Bachelor,2019-12-13,1997-11-08,Good,Yes,Evening,Advanced,63627,74889,2021-02-26
HC-324597,Cory,Jennings,Male,Metro Medical,Houston,Texas,Cardiology,Cardiac Nurse,Bachelor,2023-07-18,1986-12-22,Average,No,Day,Basic,58030,70057,
HC-262471,Michael,Sanders,Female,Mercy Hospital,Austin,Texas,Emergency,ER Doctor,MD,2017-03-11,1992-02-14,Good,No,Night,None,126760,175982,
HC-453123,Melanie,Gibson,Female,Hope Wellness Center,Springfield,Illinois,Radiology,MRI Technician,Bachelor,2015-08-30,1981-08-22,Outstanding,No,Day,Basic,63703,73892,
HC-971728,Carla,Smith,Female,Mercy Hospital,Dallas,Texas,Pharmacy,Inventory Clerk,High School,2021-10-14,1994-03-30,Good,Yes,Night,Specialized,45726,46806,2024-09-05
HC-530816,David,Cunningham,Female,Unity Health,San Diego,California,Pediatrics,Pediatric Nurse,Bachelor,2020-01-26,1991-10-06,Good,No,Evening,Advanced,138617,157167,
HC-884897,Jamie,Robinson,Female,Valley Hospital,Orlando,Florida,Admin,Receptionist,High School,2016-11-13,1987-04-30,Good,No,Evening,Specialized,65430,68064,
HC-485709,Dylan,Lester,Female,Valley Hospital,Chicago,Illinois,Admin,Billing Specialist,Bachelor,2023-01-02,1987-11-09,Good,No,Evening,Advanced,90052,103044,
HC-627335,Duane,Anderson,Female,Hope Wellness Center,Rochester,New York,Pediatrics,Child Therapist,Master,2018-04-02,1991-03-05,Outstanding,Yes,Day,Basic,72768,90007,
HC-154714,Donna,Johnson,Female,Hope Wellness Center,Tampa,Florida,Emergency,Paramedic,Associate,2018-01-06,1985-10-15,Average,No,Night,None,133244,146202,
HC-986982,John,Morris,Male,Sunrise Medical,San Diego,California,Admin,Billing Specialist,Bachelor,2022-03-05,1991-01-20,Good,No,Day,Basic,75755,90414,
HC-571145,Judy,Fox,Female,Hope Wellness Center,Orlando,Florida,Oncology,Lab Technician,Bachelor,2015-09-29,1980-06-22,Good,Yes,Day,Basic,99130,115245,
HC-466566,Kimberly,Palmer,Female,Metro Medical,Springfield,Illinois,Pharmacy,Pharmacist,PhD,2018-02-09,1984-07-02,Good,No,Night,Advanced,70903,96541,
HC-504924,Sonia,Williams,Female,Mercy Hospital,San Diego,California,Emergency,ER Doctor,MD,2017-10-13,1995-11-12,Outstanding,Yes,Evening,None,133677,184299,
HC-781533,Adrienne,Ellis,Female,Unity Health,Orlando,Florida,Pharmacy,Pharmacy Technician,Bachelor,2021-12-17,1995-01-23,Good,No,Day,Advanced,101925,114500,
HC-829884,Timothy,Morales,Female,General Health Center,Springfield,Illinois,Pharmacy,Pharmacist,PhD,2021-09-07,1984-06-27,Good,No,Evening,None,50384,68602,
HC-119927,Renee,Jones,Female,Unity Health,Rochester,New York,Pediatrics,Pediatric Nurse,Bachelor,2016-01-30,1990-08-10,Good,No,Night,Specialized,54573,62019,
HC-913875,Cameron,Hill,Male,Lakeside Clinic,Rochester,New York,Pharmacy,Pharmacy Technician,Bachelor,2016-08-19,1991-07-19,Good,No,Day,Basic,95027,113415,
HC-769989,Mark,Vang,Male,General Health Center,Buffalo,New York,Pediatrics,Child Therapist,Master,2018-07-13,1993-06-15,Needs Improvement,No,Evening,None,122831,159189,
HC-640410,Catherine,Garcia,Female,Valley Hospital,Austin,Texas,Admin,Billing Specialist,Bachelor,2016-09-13,1990-11-07,Good,No,Evening,Specialized,40205,45690,
HC-744674,Debra,Mack,Female,General Health Center,Austin,Texas,Oncology,Oncology Nurse,Bachelor,2016-09-20,1981-03-20,Outstanding,No,Day,None,108614,125987,
HC-478120,Shannon,Perez,Male,Hope Wellness Center,Rochester,New York,Pharmacy,Pharmacist,PhD,2023-05-04,1984-06-14,Average,No,Night,None,91177,130679,
HC-592972,Robert,Davis,Male,Mercy Hospital,Rochester,New York,Pediatrics,Pediatrician,MD,2020-06-04,1987-08-31,Good,No,Evening,None,86805,128319,
HC-926823,Nicholas,Hernandez,Male,Metro Medical,Springfield,Illinois,Admin,Admin Assistant,High School,2017-12-02,1972-01-25,Outstanding,Yes,Night,None,116271,131677,
HC-870899,Marie,Davis,Male,Hope Wellness Center,Naperville,Illinois,Admin,Receptionist,High School,2015-02-05,1982-09-26,Average,No,Night,Advanced,124252,137609,
HC-283594,Lisa,Hawkins,Male,Hope Wellness Center,Miami,Florida,Oncology,Lab Technician,Bachelor,2018-08-02,1974-07-24,Average,No,Evening,Basic,57675,71531,
HC-166165,Mark,Martinez,Male,Unity Health,Tampa,Florida,Pediatrics,Child Therapist,Master,2021-05-09,1985-08-31,Good,No,Day,Advanced,66422,87677,
HC-145934,Karen,Parrish,Female,Sunrise Medical,New York City,New York,Pediatrics,Pediatrician,MD,2022-09-20,1990-12-19,Average,Yes,Evening,Specialized,111176,155059,
HC-596395,Caroline,Bell,Female,Metro Medical,Tampa,Florida,Admin,Receptionist,High School,2013-07-30,1971-03-19,Average,Yes,Day,Advanced,86789,93580,
HC-918771,Diane,Walker,Male,Lakeside Clinic,New York City,New York,Pediatrics,Pediatrician,MD,2022-02-09,1990-11-04,Good,Yes,Evening,None,88237,129543,2022-11-07
HC-558176,Michael,Farmer,Male,Sunrise Medical,New York City,New York,Pediatrics,Pediatric Nurse,Bachelor,2021-07-28,1987-10-21,Good,No,Evening,Basic,105038,126518,
HC-825686,Megan,Villegas,Male,Lakeside Clinic,Naperville,Illinois,Cardiology,Cardiac Nurse,Bachelor,2017-10-25,1979-08-12,Average,No,Evening,None,135300,165945,
HC-545120,Dawn,Johnson,Male,Lakeside Clinic,Austin,Texas,Emergency,ER Doctor,MD,2018-12-05,1991-10-29,Good,No,Night,Advanced,82101,120257,2020-07-05
HC-207581,Joseph,White,Male,Mercy Hospital,Austin,Texas,Cardiology,Cardiologist,MD,2017-09-13,1986-04-23,Outstanding,No,Evening,Specialized,118986,176293,
